,created_at,tweet,sentiment,label
863,11/14/2022 18:27,xi jinping presiden china periode bal hadir ktt g,2,positif
864,11/14/2022 18:27,indonesia tuan rumah konferensi tingkat ktt g pimpin negara gabung kumpul november bal siap rampung siap acara laksana,6,positif
865,11/14/2022 18:27,kepala negara g bawa krisna dewata gak iya,1,positif
866,11/14/2022 18:27,tepat hadir ktt g bal presiden amerika serikat as joe biden umum besar investasi indonesia janji us miliar tara rp triliun angka acu asumsi kurs rp dolar,2,positif
867,11/14/2022 18:27,wkwkwkwkkw beliau kiprah g kapasitas beliau kancah internasional belah banci medsos hadehhhhhh,-4,negatif
868,11/14/2022 18:27,lanyalla hadir undang konferensi tingkat g bal,7,positif
869,11/14/2022 18:27,biar iya panitia g undang tidak undang nonyol nonyol,3,positif
870,11/14/2022 18:27,wan abas gembira ktt g,1,positif
871,11/14/2022 18:26,fypku g anjing ga vibes nakutin,-4,negatif
872,11/14/2022 18:26,minggu november hadir pimpin hadir konferensi tingkat ktt g bal gelar november,9,positif
873,11/14/2022 18:26,kasihan orang tidak suami ampun periksa direksi angkasa pura direksi garuda indonesia paspampres panitia g malu negara,-6,negatif
874,11/14/2022 18:26,presiden joe biden pimpin bal hadir ktt g pimpin negara g organisasi internasional bandara internasional i gusti ngurah rai kabupaten badung provinsi bal,5,positif
875,11/14/2022 18:26,kasi mepetin acara g kaya ga ide sengaja cari sensasi,-11,negatif
876,11/14/2022 18:26,puncak ktt g tanggal november hotel the apurva kempinski nusa bal kepala negara langsung kepala negara rusia brazil meksiko wakil jabat negara tsb,-6,negatif
877,11/14/2022 18:26,serta g kadrun,2,positif
878,11/14/2022 18:26,ogi wkwkwkwkkw beliau kiprah g kapasitas beliau kancah internasional belah banci medsos hadehhhhhh,-4,negatif
879,11/14/2022 18:26,dumdum gin gaya pantesan tidak undang g,-9,negatif
880,11/14/2022 18:25,lagu e bm e cocok kerja anthem g,8,positif
881,11/14/2022 18:25,informasi kait ktt g siang informasi kait acara puncak ktt g besok lusa bal silah reply mention milik informasi tarik kait ktt g terima kasih,18,positif
882,11/14/2022 18:25,november pagi presiden jokowi langsung berangkat solo resmi masjid raya sheikh zayed solo presiden uea mohammed bin zayed selesai resmi presiden jokowi langsung terbang bal rangkai ktt g,12,positif
883,11/14/2022 18:25,rangkai ktt g padat agenda presiden jokowi presiden jokowi ecek langsung siap g bal november beliau langsung tolak kamboja hadir ktt asean,1,positif
884,11/14/2022 18:25,digitalisasi umkm ktt g,0,netral
885,11/14/2022 18:25,puncak ktt g tanggal november hotel the apurva kempinski nusa bal kepala negara langsung kepala negara rusia brazil meksiko wakil jabat negara tsb duku,-6,negatif
886,11/14/2022 18:25,hadir ktt g xi jinping erdogan bal,2,positif
887,11/14/2022 18:25,rangkai acara g joint finance health task force november kemarin presiden jokowi luncur pandemic fund dunia tanggap tangguh hadap pandemi,0,netral
888,11/14/2022 18:25,mobilitas serta lokasi ktt g nusa bal kendara listrik produsen otomotif ramai pamer kendara motor listrik bas baterai,-1,negatif
889,11/14/2022 18:25,numpang acara g bodoh rakyat iya,-5,negatif
890,11/14/2022 18:25,nemenin presiden g,2,positif
891,11/14/2022 18:25,jamin lancar ktt g polri kerah personel aman dukung patroli pasu kuda kawasan ring tni kerah kri aman air bal,4,positif
892,11/14/2022 18:25,ketemu jelang guntung anies daftar acara pansos pencitraansampe rela tidak acara hmiampe segitunya,2,positif
893,11/14/2022 18:25,nusa bal,0,netral
894,11/14/2022 18:25,indonesia tuan rumah ktt g kirim undang konfirmasi hadir tingkat hadir situasi dunia sulit,16,positif
895,11/14/2022 18:25,puncak ktt g laksana tanggal november hotel the apurva kempinski nua bal kepala negara anggota hadir langsung kepala negara rusia brazil meksiko wakil jabat negara tsb,-7,negatif
896,11/14/2022 18:25,halo puncak konferensi tingkat ktt g pulau dewata bal delegasi negara loh yuk lihat updatenya,4,positif
897,11/14/2022 18:25,g bentuk pecah masalah global libat negaranegara peran kancah internasional ekonomi wujud tumbuh global kuat lanjut imbang inklusif,9,positif
898,11/14/2022 18:25,menlu rusia sergey lavrov kabar masuk rs bal jelang ktt g,2,positif
899,11/14/2022 18:25,temu pm anthony albanese jokowi senang australia dukung ktt g,11,positif
900,11/14/2022 18:25,siar pers no hmkominfo wartawan liput ktt g menteri johnny imbau manfaat fasilitas media center,7,positif
901,11/14/2022 18:24,tni au komando pasu gerak cepat kopasgat kerah personel alat utama sistem senjata alutsista andal aman agenda konferensi tingkat ktt g bal november,7,positif
902,11/14/2022 18:24,dirgahayu korps brimob polri setia berani ikhlas bakti negeri dados bhayangkara sane mawiguna,4,positif
903,11/14/2022 18:24,salah bentuk dukung kttg polri sukses selenggara ktt g sosialisasi perihal imbau masyarakat ajar rumah,14,positif
904,11/14/2022 18:24,indonesia tuan tinggal ktt g kirim undang konfirmasi hadir tingkat datang kondisi dunia sulit dukung kttg,12,positif
905,11/14/2022 18:24,temu biden ktt g xi jinping bahas arah hubung aschina,6,positif
906,11/14/2022 18:24,kondisi bandara ngurah rai bal jelang ktt g beda,1,positif
907,11/14/2022 18:24,tembak jitu sebar aman datang tamu ktt g bal,-9,negatif
908,11/14/2022 18:24,jenderal tni turun gunung cek kesiap posko sehat jelang ktt g,4,positif
909,11/14/2022 18:24,biden ucap selamat indonesia selenggara ktt g,6,positif
910,11/14/2022 18:24,hadir pimpin hadir konferensi tingkat ktt g bal gelar november,9,positif
911,11/14/2022 18:24,aya sauya sukses ktt g,6,positif
912,11/14/2022 18:24,presiden joe biden pimpin bal hadir ktt g pimpin negara g organisasi internasional bandara internasional i gusti ngurah rai kabupaten badung provinsi bal minggu november,5,positif
913,11/14/2022 18:23,salam selasela ktt pimpin g bal indonesia november,0,netral
914,11/14/2022 18:23,presiden china xi jinping bal ikut ktt g,-3,negatif
915,11/14/2022 18:23,presiden as joe biden presiden china xi jinping hampir selasela ktt pimpin g bal indonesia november reuterskevin lamarque,0,netral
916,11/14/2022 18:23,momen sejarah detikdetik joe biden temu xi jinping ktt g,2,positif
917,11/14/2022 18:23,teknologi inovasi negaranegara g cepat pulih dunia p pilar lanjut,10,positif
918,11/14/2022 18:23,tidak hubung gikut nampang ngetop,-6,negatif
919,11/14/2022 18:23,puncak ktt g tanggal november hotel the apurva kempinski nusa bal kepala negara anggota hadir langsung kepala negara rusia brazil meksiko wakil jabat negara tsb du,-7,negatif
920,11/14/2022 18:23,telekomunikasi lengkap geser kiri yah yuk samasama sukses gelar ktt g recover together recover stronger,9,positif
921,11/14/2022 18:23,presiden pamer hasil indonesia atas krisis ekonomi negaranegara dunia titik suram tutup rangkai acarab summitindonesia jelang ktt g bal,-18,negatif
922,11/14/2022 18:23,hahahaha nebeng tenar g yeh,0,netral
923,11/14/2022 18:23,kayak mahasiswa diskusi g bubar,-3,negatif
924,11/14/2022 18:23,ktt presiden tanggap invasi perang rusia dukung negaranegara rentan sedia akses barang publik global sehat,8,positif
925,11/14/2022 18:23,senin jam pulang kantor iya jakarta lengang banget gara sibuk g bal kah atauapa anjing tumben banget lancar jaya senin jam ngantor jalan kaya,2,positif
926,11/14/2022 18:23,bandara internasional ngurah rai kabupaten badung bal rangka hadir undang konferensi tingkat g bal senin,3,positif
927,11/14/2022 18:23,g anies rekrut karyawan bloomberg,3,positif
928,11/14/2022 18:23,selenggara ktt g biden ucap selamat indonesia,6,positif
929,11/14/2022 18:23,sinergitas tnipolri atur lintas lancar gera anggota serta g,7,positif
930,11/14/2022 18:22,sistem ganjilgenap terap ktt g bal,-4,negatif
931,11/14/2022 18:22,bicara sembarang kabeh serta acara g daftar diundangacara inti acara dukung,1,positif
932,11/14/2022 18:22,hai laksana ktt g bal mata menteri bumn bumn libat dukung siap helat akbar dukung infrastruktur bentuk dukung,18,positif
933,11/14/2022 18:22,puncak ktt g tanggal november hotel the apurva kempinski nusa bal kepala negara hadir langsung kepala negara rusia brazil meksiko wakil jabat negara tsb,-4,negatif
934,11/14/2022 18:22,indonesia tuan rumah ktt g kirim undang konfirmasi hadir tingkat datang suasana dunia susah dukung kttg,15,positif
935,11/14/2022 18:22,idha g tanggal mbak jangan sering bohong tanggal kalender kibulin,-13,negatif
936,11/14/2022 18:22,menteri lhk resmi prasasti mama bambu dialog perempuan inspiratif bal collection hutan bambu gnusa senin,4,positif
937,11/14/2022 18:21,tamu hormat bal sibuk ngurusin kadrun g kah,6,positif
938,11/14/2022 18:21,g anjing mamarika akur donk ga hukum majikan,-10,negatif
939,11/14/2022 18:21,mobilitas angkut barang ktt g bal batas kendara lintas,-2,negatif
940,11/14/2022 18:21,konferensi tingkat ktt g temu puncak hadir kepala perintah negara anggota g dukung kttg,5,positif
941,11/14/2022 18:21,ganjilgenap ktt g bal laku november titik ganjilgenap ktt g polri wujud nyaman masyarakat sumber,3,positif
942,11/14/2022 18:21,video tidak ktt g bal putin enggan malu,-8,negatif
943,11/14/2022 18:21,jokowi bangga kepala negara hadir g,5,positif
944,11/14/2022 18:21,presiden amerika serikat joe biden tanah air ikut konferensi tingkat ktt g bal turun pesawat langsung mobil dinas presiden as nama the beast berita lengkap kunjung,4,positif
945,11/14/2022 18:21,presiden ri siap ktt g kepala negara hadir ktt g bal gembira sulit,8,positif
946,11/14/2022 18:21,lanyalla hadir ktt g bal,2,positif
947,11/14/2022 18:20,update berita kini ktt g streamingnya pakai indihome gak takut internet lambat ngelag,3,positif
948,11/14/2022 18:20,sekatang nambah gelar raja bohong g,-3,negatif
949,11/14/2022 18:20,berita salah gak segitu mobil listrik disiapin g rumah sakit lari,-12,negatif
950,11/14/2022 18:20,mygosh g cakep bett,5,positif
951,11/14/2022 18:20,marko ohiya salah indonesia satu negara asia tenggara g terima kasih kak,3,positif
952,11/14/2022 18:20,puncak ktt g jalan tanggal november hotel the apurva kempinski nusa bal kepala negara hadir langsung kepala negara rusia brazil meksiko wakil jabat negara tsb,-4,negatif
953,11/14/2022 18:20,jokowi luncur pandemic fund ktt g pakar cepat penyelesain pandemi,-3,negatif
954,11/14/2022 18:20,sniper anjing siaga labuh ketapang aman ktt g,-1,negatif
955,11/14/2022 18:20,presiden temu bilateral presiden as bal senin temu jelang puncak konferensi tingkat g jokowi harap helat ktt g hasil kerja konkret pulih ekonomi global,18,positif
956,11/14/2022 18:19,saewad iya urgensi gitu gubernur undang acara kumpul presiden dunia jangan om gada undang nimbrung bikin acara ikut pansos g,-1,negatif
957,11/14/2022 18:19,puncak ktt g tanggal november hotel the apurva kempinski nusa bal kepala negara langsung kepala negara rusia brazil meksiko wakil jabat negara tsb,-6,negatif
958,11/14/2022 18:19,bismillah sukses,7,positif
959,11/14/2022 18:19,indonesia tuan rumah ktt g kirim undang konfirmasi hadir tingkat datang lampau kondisi dunia sukar dukung kttg,18,positif
960,11/14/2022 18:19,sungguh hormat seorg sipil mantan gub baik undang hadir forum g nusa bal beliau pelengkaptapi bicara dunia undang manusia gak anggap,12,positif
961,11/14/2022 18:19,kayak doang gk g bodoh banget anjing hidup penuh duniawi muluk,-8,negatif
962,11/14/2022 18:19,acara g side event acara acr hajat nikah tetangga undang main catur ngopi pos ronda rentet acara beda acara g acr kepala negara sdgkan bloomber forum acr talkshow paham drun,12,positif
963,11/14/2022 18:19,menteri bocor reshuffle kabinet ktt g,-7,negatif
964,11/14/2022 18:18,bloomberg buka formulir daftar acara podcast bal tepat jelang acara g heboh kadrun,8,positif
965,11/14/2022 18:18,pln jatim bal aman layanglayang situbondo ganggu ktt g,-4,negatif
966,11/14/2022 18:18,g hahahha ente daftar iya undang,3,positif
967,11/14/2022 18:18,acara utama malam hujan tonton hoho hihi g,-4,negatif
968,11/14/2022 18:18,g bhuahahahahahaha isi formulir orang tukang bohong tingkat dewa malu,-2,negatif
969,11/14/2022 18:18,ktt g bal habis anggar negara rp miliar indonesia optimistis dampak positif lengkap,9,positif
970,11/14/2022 18:18,ktt g bal november harap hasil rekomendasi pimpin dunia,7,positif
971,11/14/2022 18:18,indonesia tuan tinggal ktt g kirim undang konfirmasi hadir tingkat datang benarbenar dunia susah dukung kttg,9,positif
972,11/14/2022 18:18,harap acara g dampak tingkat pariwisata indonesia bal nusa tenggaraadanya tingkat kerjasama untung capai,12,positif
973,11/14/2022 18:18,pimpin dunia tinggal negara g indonesia,2,positif
974,11/14/2022 18:18,the mulia bal lokasi temu biden xi jinping jelang ktt g,5,positif
975,11/14/2022 18:18,angkut barang lintas ktt g,1,positif
976,11/14/2022 18:17,sorot kapolri sempat mobil listrik ktt g bal,1,positif
977,11/14/2022 18:17,indonesia catat sejarah temu xi jinping joe biden dig,2,positif
978,11/14/2022 18:17,presiden korea bal hadir ktt g november,2,positif
979,11/14/2022 18:17,xi jinping presiden china periode bal hadir ktt g,2,positif
980,11/14/2022 18:17,g hadir negara ga g,2,positif
981,11/14/2022 18:17,ktt g undang grup wa gitu ga si,-2,negatif
982,11/14/2022 18:17,blombernef gelar acara internal daftar bicara acara samping g anis delegasi indonesia g gapapa promosi,-5,negatif
983,11/14/2022 18:17,ketua dpd ri bandara ngurah rai bal hadir ktt g senin lanyalla damping anggota dpd ri aceh fachrul razi,0,netral
984,11/14/2022 18:17,temu sherpa g empat temu songsong ktt g presidensi g indonesia langsung jimbaran bal november,5,positif
985,11/14/2022 18:17,salah workstream komitmen tingkat sherpa harap rekomendasi baik tetap kepala negara perintah negara anggota g ktt g,3,positif
986,11/14/2022 18:17,lanyalla tantang global isu ekonomi nonfinansial pecah putus tingkat sherpa g,-1,negatif
987,11/14/2022 18:17,ketua dpd ri aa lanyalla mahmud mattalitti wujud kolaborasi unsur perintah non perintah fakta harap dunia hasil putus hasil g indonesia,12,positif
988,11/14/2022 18:17,ketua dpd ri harap kolaborasi efektif hasil rekomendasi pimpin dunia bal ktt g bal november harap hasil rekomendasi pimpin dunia,19,positif
989,11/14/2022 18:17,puncak ktt g jalan tanggal november hotel the apurva kempinski nusa bal kepala negara anggota hadir langsung kepala negara rusia brazil meksiko wakil jabat negara tsb,-7,negatif
990,11/14/2022 18:17,ioh implementasi teknologi hijau jaring g upaya sukses presidensi g,6,positif
991,11/14/2022 18:17,bicara g ridwan kamil papar inovasi jabar respons ubah iklim,7,positif
992,11/14/2022 18:17,g alliance siap usd juta atas sampah plastik indonesia,-5,negatif
993,11/14/2022 18:17,hari jelang ktt g bal simak atur lengkap protokol sehat serta,18,positif
994,11/14/2022 18:17,g sambut emang kapasitas nyambut dubes negara asing nies jobless alias anggur,2,positif
995,11/14/2022 18:16,temu destinasi indonesia ajang promosi budaya pariwisata kirakira kota mu tidak video reply twit iya,-4,negatif
996,11/14/2022 18:16,bal g menlu rusia rawat dirs,3,positif
997,11/14/2022 18:16,indonesia sambut pimpin g aspek logistik infrastruktur siap depan prinsip aman nyaman layan baik,10,positif
998,11/14/2022 18:16,indonesia dar third world country g dunia potensi indonesia negara maju layak hitung industri,8,positif
999,11/14/2022 18:16,electric car for security g bal summit polri wujud nyaman masyarakat,6,positif
1000,11/14/2022 18:16,kayak loid forgerlagi bal misi ngamanin ktt g anya yor libur,0,netral
1001,11/14/2022 18:16,ban langsung ngeri sedap emang ktt g kali mari ketawa ala bapack xixixixiixi,12,positif
1002,11/14/2022 18:16,puncak ktt g jalan tanggal november hotel the apurva kempinski nusa bal kepala negara hadir langsung kepala negara rusia brazil meksiko wakil jabat negara tsb du,-4,negatif
1003,11/14/2022 18:16,indonesia tuan tinggal ktt g kirim undang konfirmasi hadir tingkat hadir situasi dunia sulit dukung kttg,18,positif
1004,11/14/2022 18:16,g ngundang ngemis,0,netral
1005,11/14/2022 18:16,ningependa rais putin awe hapa ili tuzungumze naye ana kwa ana rais wa tume iya ulaya von der leyen katika mkutano wa g,10,positif
1006,11/14/2022 18:15,presiden perancis emmanuel macron bal ikut ktt g,-3,negatif
1007,11/14/2022 18:15,iya iki mas yen nama libat g indikator kwkwkwk,0,netral
1008,11/14/2022 18:15,wow perang media g,-3,negatif
1009,11/14/2022 18:15,xi jinping ktt g bal,0,netral
1010,11/14/2022 18:15,ngakunya undang acara g tautaunya bal podcast doang rangka sukses event g narasi jilat ktt g gelar tanggal november,-3,negatif
1011,11/14/2022 18:15,wahh jangan kasi kendor ayogg dukung p pilar lanjut,0,netral
1012,11/14/2022 18:15,indonesia temu g,2,positif
1013,11/14/2022 18:15,lupa ye ktt g pantes busy si bapack,2,positif
1014,11/14/2022 18:15,selasela summit side event ktt g telekomunikasi kolaborasi indosat ooredoo hutchison ioh akselerasi ekonomi digital ri,0,netral
1015,11/14/2022 18:15,g kepala negara ketemu elo bud erdogan ga elo sambut turki sambut erdogan abuuddd gaya gede,9,positif
1016,11/14/2022 18:15,indonesia tuan rumah ktt g kirim undang konfirmasi hadir tingkat datang kondisi dunia susah dukung kttg,11,positif
1017,11/14/2022 18:15,menteri koordinator bidang maritim investasi luhut binsar pandjaitan tni danpolri tutup celah potensi ancam apa langsung konferensi g bal,-2,negatif
1018,11/14/2022 18:15,asmara ngakunya undang acara g tautaunya bal podcast doang rangka sukses event g narasi jilat ktt g gelar tanggal november,-1,negatif
1019,11/14/2022 18:15,ooo g event handshake wkwk,0,netral
1020,11/14/2022 18:15,wisnu yantie udien stpl media center ktt g fasilitas one on one studio ruang konferensi pers pimpin negara,1,positif
1021,11/14/2022 18:14,g jangan g sbgai side event e tk c senang buzzer,2,positif
1022,11/14/2022 18:14,salah workstream komitmen tingkat sherpa harap rekomendasi baik tetap kepala negara perintah negara anggota g ktt g,3,positif
1023,11/14/2022 18:14,tantang global isu ekonomi nonfinansial pecah putus tingkat sherpa g,-1,negatif
1024,11/14/2022 18:14,media center ktt g fasilitas one on one studio ruang konferensi pers pimpin negara,1,positif
1025,11/14/2022 18:14,main event g,2,positif
1026,11/14/2022 18:14,selamat pimpin negara delegasi g bal sukses g baliindonesia,4,positif
1027,11/14/2022 18:14,ersebut wujud kolaborasi unsur perintah non perintah fakta harap dunia hasil putus hasil g indonesia kait pulih ekonomi global,13,positif
1028,11/14/2022 18:14,g maap kayak dinding toilet sihampunssss,-6,negatif
1029,11/14/2022 18:14,bicara g bal bhahahahahaha asa acara besok tanggal ken bngt nama tuan eks bicara g bal,-1,negatif
1030,11/14/2022 18:14,g bahas transisi energi indonesia ketok ruu ebt usaha,6,positif
1031,11/14/2022 18:14,kemensetneg tanggung infrastruktur logistik ktt g,-2,negatif
1032,11/14/2022 18:14,saewad emang undang anies kesana mesti isi formulir nama side event event bikin event resming g,1,positif
1033,11/14/2022 18:14,pamansam pdkt,0,netral
1034,11/14/2022 18:13,cari tenar g iya tenang tenar ko,2,positif
1035,11/14/2022 18:13,ngakunya undang acara g tautaunya bal podcast doang rangka sukses event g narasi jilat ktt g gelar tanggal november,-3,negatif
1036,11/14/2022 18:13,konferensi tingkat g gelar november bal aman giat kemenhub siaga kapal negara air benoa,1,positif
1037,11/14/2022 18:13,berat g tidak hasil apaapa,-8,negatif
1038,11/14/2022 18:13,delegasi bicara kendara listrik bicara derita warga indonesia hidup daerah tambang nikel udara tanah air rusak tambang,-9,negatif
1039,11/14/2022 18:13,ktt g sejarah indonesia,0,netral
1040,11/14/2022 18:13,dukung sukses presidensi g indonesia,7,positif
1041,11/14/2022 18:13,g cmn urus visa bilang receh syekali,-4,negatif
1042,11/14/2022 18:13,g saat,0,netral
1043,11/14/2022 18:13,g dampak positif,1,positif
1044,11/14/2022 18:13,kemenkumham dukung g,4,positif
1045,11/14/2022 18:13,satu tekad mendung g bal,4,positif
1046,11/14/2022 18:13,undang bicara forum g anies baswedan ganjar bong ga gausah teriak congor,8,positif
1047,11/14/2022 18:13,sis saudara laki tolong handle si bocah bandel orang jawa milik anak gak nurut bisa ban klaim ngedit tt sibuk ktt g jogja cc,-2,negatif
1048,11/14/2022 18:13,juru bicara kemlu rusia maria zakharova kabar menlu sergei lavrov masuk rs bal bohong,-6,negatif
1049,11/14/2022 18:13,jamin temu g tidak rangka baik nasib rakyat dunia negara usaha kuat,-1,negatif
1050,11/14/2022 18:13,dukung sukses presidensi g indonesia,7,positif
1051,11/14/2022 18:13,g daftar bayar dg duta ketemu jakarta kasihan banget,8,positif
1052,11/14/2022 18:13,kait g presiden jokowi komisi eropa g dukung fleksibilitas ktt g hasil deklarasi,8,positif
1053,11/14/2022 18:13,g latih tebal kulit nies,3,positif
1054,11/14/2022 18:12,maksimal kuat lancar rangkai aman potensi ancam langsung ktt g baliapel ikut pasu tni danpolri gelar alat utama sistem senjata alutsista dukung bravo tni polri,6,positif
1055,11/14/2022 18:12,sajak pansos acara org g isi acara duduk makan snack pura ngobrolin saking gada bahan obrol,2,positif
1056,11/14/2022 18:12,idha ngakunya undang acara g tautaunya bal podcast doang rangka sukses event g narasi jilat ktt g gelar tanggal november,-3,negatif
1057,11/14/2022 18:12,hasil kerja konkret g tunggu dunia hasil dukung mulia harga presiden,20,positif
1058,11/14/2022 18:12,mari sambut sukses degalasi g,10,positif
1059,11/14/2022 18:12,bhayangkara siaga aman polri wujud nyaman personel polri kerah awal aman rangkai presidensi g indonesia bal,4,positif
1060,11/14/2022 18:12,orangorang g iya,0,netral
1061,11/14/2022 18:12,kasi hidup penuh halu bohong gerombol forum g buka besok,-5,negatif
1062,11/14/2022 18:12,presiden komisi eropa apresiasi pimpin indonesia g upaya rumus solusi krisis global indonesia pandang mitra percaya isu strategis energi baru aman pangan,10,positif
1063,11/14/2022 18:12,iya fir iya zaman jkw indonesia masuk asean pbb ktt g sblmnya indonesia merdeka jkw buat gtu fir kafir,-7,negatif
1064,11/14/2022 18:12,kartu telkomsel prabayar tourist dukung aktivitas ktt g delegasi dr mancanegara hadir g jamin puas dlm fasilitas layan telekomunikasi dr telkomsel,4,positif
1065,11/14/2022 18:12,lihat acara g jabat negara dateng indo kayak seru banget event bismillah soonnnnn,6,positif
1066,11/14/2022 18:12,hasil temu g mrngambang usa negara hadir bingung tangkap sinyal bicara solusi kerjasamabukan ajar dar ceremonyingat summits,8,positif
1067,11/14/2022 18:12,xi jinping advokasi sistem perintah ekonomi global buka ktt g bal senin november,-1,negatif
1068,11/14/2022 18:11,penasaran pas puncak g psywar,-3,negatif
1069,11/14/2022 18:11,presiden g pas jalan wa jokowi ga iya bilang on the way,3,positif
1070,11/14/2022 18:11,ayo dukung presidensi indonesia ktt g,8,positif
1071,11/14/2022 18:11,menmenteri koordinator bidang maritim investasi luhut binsar pandjaitan presidensi g momentum indonesia,5,positif
1072,11/14/2022 18:11,dukung g forum ekonomi utama dunia,7,positif
1073,11/14/2022 18:11,tfg sarana koordinasi rencana masingmasing satu tugas satgas polisi sukses aman presidensi g laksana indonesia polri wujud nyaman,14,positif
1074,11/14/2022 18:11,prinsip bijak g adaptasi lindung tenaga kerja lindung efektif tingkat tahan kerja baru strategi terampil g,31,positif
1075,11/14/2022 18:11,rekomendasi bijak g tumbuh lanjut produktivitas kapasitas manusia bangun kuat bas masyarakat latih juru cbvt,16,positif
1076,11/14/2022 18:11,dasar isuisu prioritas angkat temu ewg lemm g hasil dokumen hasil pakat rencana aksi cepat pantau prinsip g integrasi pasar tenaga kerja sandang disabilitas,32,positif
1077,11/14/2022 18:11,g preeetsok iyes,0,netral
1078,11/14/2022 18:11,isu prioritas cepat pantau prinsip g integrasi pasar tenaga kerja sandang disabilitas latih juru bas komunitas tumbuh inklusif lanjut,20,positif
1079,11/14/2022 18:11,rangkai temu g ewg selenggara pakat isu prioritas g ewg menteri ketenagakerjaan ri keluar chairs summary hasil temu g ewg g lemm selenggara,9,positif
1080,11/14/2022 18:11,indonesia tuan rumah ktt g kirim undang konfirmasi hadir tingkat hadir kondisi dunia sukar dukung kttg,24,positif
1081,11/14/2022 18:11,indonesia selenggara ktt g,3,positif
1082,11/14/2022 18:11,ukur jaman indonesia jalan duduk negara kembang rendah indikator,-1,negatif
1083,11/14/2022 18:10,g dorong ekonomi global kuat,2,positif
1084,11/14/2022 18:10,dungu kutip rg presidensi g gilir prestasi india tukar guling posisi asean g ajar iya bodoh jangan pelihara dungu bego,-21,negatif
1085,11/14/2022 18:10,panglima jenderal tni andika perkasa apel gelar pasu aman vvip ktt g lapang puput margarana niti mandala renon denpasar bal senin sebut gelar pasu tni danpolrilebih cont,14,positif
1086,11/14/2022 18:10,bicara g g besok,0,netral
1087,11/14/2022 18:10,g melas si,0,netral
1088,11/14/2022 18:10,selamat malam semeton prakira cuaca take off landing pesawat bandar udara i gusti ngurah rai rangka dukung acara ktt g laku tanggal november jam wita tanggal november jam wita,-7,negatif
1089,11/14/2022 18:10,sambut antar presiden dewan eropa selamat apresiasi presidensi g indonesia situasi tidak mudah dewan eropa dukung penuh presidensi g indonesia michel,-3,negatif
1090,11/14/2022 18:10,hallo sobat geo g forum kerja multilateral negara utama uni eropa eu g representasi populasi bumi dagang global pdb dunia,13,positif
1091,11/14/2022 18:10,g sibuk,4,positif
1092,11/14/2022 18:10,dukung pagelaran raya degalasi g mari sukses raya indonesia selenggara,14,positif
1093,11/14/2022 18:10,gubernur bal lavrov unjung rumah sakit sang denpasar periksa kondisi rusia kabar siar berita bohong,-12,negatif
1094,11/14/2022 18:10,menteri bumn kuat kolaborasi g dukung tahan pangan,7,positif
1095,11/14/2022 18:10,anies ridwan kamil undang bicara g ganjar tidak sdg sibuk citra fiktif media sosial,15,positif
1096,11/14/2022 18:10,dana pandemi gantung donatur negaranegara kaya,1,positif
1097,11/14/2022 18:10,mendag kuat kerja dagang india sela g,4,positif
1098,11/14/2022 18:10,ari juang anus undang g betapa konyol pamer dungu publik jangan biasa otak pakai copypaste dungu,-5,negatif
1099,11/14/2022 18:10,avatar menkominfo muncul opening digital transformation expo g bal,1,positif
1100,11/14/2022 18:10,selenggara ktt g bal bukti indonesia apresiasi dunia,1,positif
1101,11/14/2022 18:10,daftar negara serta g wakil hadir ktt g bal,5,positif
1102,11/14/2022 18:10,indonesia tuan rumah ktt g kirim undang konfirmasi hadir tingkat hadir situasi dunia sulit dukung kttg,20,positif
1103,11/14/2022 18:09,manggala dumdum ngak tidak dg reputasi elektabilitasnya anis tidak pengaruh apa dg narasumber event bloomberg seminar tajuk international lai beda speakers agenda utama g,-13,negatif
1104,11/14/2022 18:09,sukses pakdhe acara g,3,positif
1105,11/14/2022 18:09,mudah menlu rusian tidak sehat walafiat ikut ktt g besok gawat panas ktt g bal indonesia keta getah,-9,negatif
1106,11/14/2022 18:09,g negara tidak untung perintah inipasti dekat mu aniskarna jongos,-7,negatif
1107,11/14/2022 18:09,bangun plts jalan tol balimandara wujud kolaborasi sinergi bumn dukung presidensi g indonesia,2,positif
1108,11/14/2022 18:09,ketua project management office pmo g menteri bumn reynaldi istanto direktur utama ptba arsal ismail direktur utama jasa marga subakti syukur direktur utama pt bei zulfarli direktur utama pt jbt i ketut adiputra karang rabu,18,positif
1109,11/14/2022 18:09,selamat undang tamu negara pulau dewata bal indonesia ayo sukses g summit,14,positif
1110,11/14/2022 18:09,g sumur resap dunia,4,positif
1111,11/14/2022 18:09,saksi laksana ktt g selasa wib rabu wib wib streaming langsung kanal youtube metrotvnews,4,positif
1112,11/14/2022 18:09,jatuh tangga pesawat setpres pasti iriana baikbaik sore hadir acara ktt g,3,positif
1113,11/14/2022 18:09,presiden xi jinping joe biden mesra ktt g bal biden,4,positif
1114,11/14/2022 18:09,ktt g bal cetak sejarah joe biden xi jinping jabat tangan,-2,negatif
1115,11/14/2022 18:08,ktt g menpora sambut datang presiden ioc bal,-1,negatif
1116,11/14/2022 18:08,puncak ktt g tanggal november hotel the apurva kempinski nusa bal kepala negara anggota hadir langsung kepala negara rusia brazil meksiko wakil jabat negara tsb,-7,negatif
1117,11/14/2022 18:08,ayman adnan satusatunya wakil direksi bumd indonesia hadir forum g,1,positif
1118,11/14/2022 18:08,jaksa agung republik indonesia dukung sukses selenggara ktt g provinsi bal recover together recover stronger,10,positif
